	Gene	Chrom	nSNPS	TopSNP P-Value	TopSNP Position	Binarized Heat	Negative Log	Size Adjusted Heat	HumanGene
22919	Urad	chr12	55	6.13E-03	9455469	0	2.212732273	2.168105002	URAD
19884	Rps17	chr1	23	6.13E-03	143176553	0	2.212479309	2.175264233	RPS17
17495	Paox	chr1	48	6.13E-03	212611018	0	2.212465142	2.152468334	PAOX
9126	LOC102554112	chr8	44	6.13E-03	84706189	0	2.212217997	2.172686798	NA
3887	Esd	chr15	81	6.13E-03	56771028	0	2.212207378	2.158011418	ESD
21660	Tbc1d2b	chr8	143	6.14E-03	97644122	0	2.212135883	2.107721123	TBC1D2B
8684	LOC102552470	chr17	27	6.14E-03	11612956	0	2.211654128	2.169351011	NA
2920	Cyp2j10	chr5	102	6.15E-03	115107731	0	2.211471045	2.142603297	NA
22977	Ust	chr1	1037	6.16E-03	2596974	0	2.210769826	1.877953447	UST
15472	Mrpl51	chr4	10	6.16E-03	157715492	0	2.210294517	2.171999185	MRPL51
15842	Ncapd2	chr4	37	6.16E-03	157715492	0	2.210294517	2.152536526	NCAPD2
15847	Ncaph2	chr7	85	6.16E-03	130337061	0	2.210179646	2.158435342	NCAPH2
22732	Tymp	chr7	45	6.16E-03	130337061	0	2.210179646	2.170175584	TYMP
20085	Scamp1	chr2	275	6.17E-03	23921172	0	2.2096156	2.091561117	SCAMP1
7827	LOC102549163	chr13	111	6.17E-03	108272355	0	2.209453071	2.170286307	NA
12702	LOC108351615	chr7	111	6.18E-03	31950785	0	2.209072668	2.168189142	NA
22636	Ttc33	chr2	184	6.18E-03	54907084	0	2.208932825	2.127207433	TTC33
2241	Chsy3	chr18	639	6.18E-03	54325590	0	2.208670829	1.919199175	CHSY3
166	Acrbp	chr4	63	6.19E-03	157562152	0	2.208274272	2.160548797	ACRBP
5832	Ing4	chr4	61	6.19E-03	157562152	0	2.208274272	2.164997319	ING4
7965	LOC102549694	chr9	40	6.20E-03	100478119	0	2.207908918	2.168142794	NA
13754	LOC679963	chr13	99	6.20E-03	73870555	0	2.207282712	2.170811565	NA
3313	Dnajc13	chr8	1206	6.21E-03	112713970	0	2.207231618	2.039550668	DNAJC13
10846	LOC103693475	chr10	28	6.22E-03	103045059	0	2.206453363	2.170578566	NA
16930	Olr288	chr1	40	6.22E-03	212669230	0	2.20633671	2.170758079	NA
22557	Tsc22d1	chr15	232	6.22E-03	58631679	0	2.205942278	2.067114976	TSC22D1
17683	Pde8a	chr1	104	6.23E-03	143058977	0	2.205813206	2.046390784	PDE8A
2391	Cmip	chr19	316	6.23E-03	50003542	0	2.205468735	1.961764347	CMIP
15431	Mroh2b	chr2	184	6.23E-03	54672907	0	2.205180956	2.116346563	MROH2B
8983	LOC102553573	chr2	51	6.23E-03	54672907	0	2.205180956	2.168751976	NA
11837	LOC108349954	chr2	51	6.23E-03	54672907	0	2.205180956	2.165535306	NA
11869	LOC108349997	chr2	95	6.24E-03	123236371	0	2.204597622	2.16239992	NA
2019	Cdyl2	chr19	1	6.26E-03	49189235	0	2.203758106	2.03320685	CDYL2
20023	Safb	chr9	6	6.26E-03	10463866	0	2.203704648	2.148044923	SAFB
20024	Safb2	chr9	10	6.26E-03	10463866	0	2.203704648	2.147845136	SAFB2
6926	LOC100911675	chr13	1	6.26E-03	67011022	0	2.203327164	2.156155872	NA
7731	LOC102548763	chr3	66	6.28E-03	14425278	0	2.202051421	2.165148574	NA
23535	Zdhhc25	chr7	41	6.28E-03	129604105	0	2.201919352	2.166063629	NA
19801	Ror2	chr17	309	6.29E-03	12103249	0	2.201276173	1.985108244	ROR2
15838	Ncald	chr7	1358	6.30E-03	76431507	0	2.200879411	1.731004191	NCALD
2648	Crat	chr3	54	6.30E-03	8988736	0	2.200401019	2.151751906	CRAT
15753	NEWGENE_1590969	chr20	4008	6.31E-03	15730968	0	2.200093857	1.071036278	NA
16928	Olr286	chr1	119	6.31E-03	212640710	0	2.199771778	2.164211218	NA
21993	Tmcc3	chr7	976	6.31E-03	35424323	0	2.199707804	1.887177326	TMCC3
7039	LOC100912642	chr5	104	6.32E-03	115048329	0	2.19955169	2.119506918	NA
8124	LOC102550339	chr5	49	6.32E-03	114216900	0	2.199548252	2.158458916	NA
16005	Nfil3	chr17	58	6.32E-03	12254746	0	2.199526937	2.149633925	NFIL3
10978	LOC103693964	chr16	55	6.32E-03	53482686	0	2.199383261	2.15333439	NA
18738	R3hdm1	chr13	178	6.32E-03	44952982	0	2.199008139	2.025647819	R3HDM1
22822	Ubxn4	chr13	63	6.32E-03	44952982	0	2.199008139	2.131570021	UBXN4
12236	LOC108350756	chr4	214	6.33E-03	154752685	0	2.198529058	2.153886728	NA
23869	Zswim7	chr10	65	6.34E-03	48604883	0	2.198176606	2.151418944	ZSWIM7
19231	RT1-M1-2	chr20	116	6.34E-03	2434225	0	2.197832658	2.126458036	NA
14461	Ltbr	chr4	59	6.34E-03	157822052	0	2.197807318	2.15670995	LTBR
8839	LOC102553008	chr16	34	6.35E-03	49075894	0	2.197462294	2.136872149	NA
18658	Ptpre	chr1	262	6.35E-03	207967179	0	2.197431502	1.995750634	PTPRE
2821	Ctxn3	chr18	102	6.35E-03	52532650	0	2.19732614	2.153441794	CTXN3
20358	Sfxn1	chr17	155	6.35E-03	11083222	0	2.19698013	2.126589383	SFXN1
16940	Olr300	chr1	157	6.36E-03	213037596	0	2.196883762	2.130201621	NA
16344	Nup214	chr3	23	6.36E-03	9218347	0	2.196816111	2.075791931	NUP214
486	Aldob	chr5	63	6.36E-03	64807280	0	2.196447978	2.148736559	ALDOB
9393	LOC102555188	chr5	90	6.36E-03	64807280	0	2.196447978	2.13891889	NA
23577	Zfp189	chr5	75	6.36E-03	64807280	0	2.196447978	2.150136071	ZNF189
12260	LOC108350789	chr4	11	6.37E-03	179894206	0	2.196196816	2.159924452	NA
9287	LOC102554759	chr20	19	6.37E-03	2058543	0	2.196071289	2.153771184	NA
19237	RT1-M4	chr20	14	6.37E-03	2058543	0	2.196071289	2.156568201	NA
19239	RT1-M6-1	chr20	33	6.37E-03	2058543	0	2.196071289	2.158509848	NA
23564	Zfp12	chr12	62	6.37E-03	13390434	0	2.195991489	2.147789136	NA
3712	Elfn1	chr12	134	6.37E-03	16812726	0	2.195527305	2.096155407	ELFN1
5704	Igf2bp1	chr10	8	6.38E-03	83769170	0	2.194987403	2.111029216	IGF2BP1
14275	Lmf2	chr7	64	6.38E-03	130324946	0	2.194884673	2.155796217	LMF2
8525	LOC102551882	chr10	33	6.40E-03	111042152	0	2.194065064	2.139113127	NA
19885	Rps18	chr20	128	6.40E-03	5432617	0	2.194047412	2.155736017	RPS18
23199	Vps52	chr20	106	6.40E-03	5432617	0	2.194047412	2.14965105	VPS52
14781	Med21	chr4	14	6.41E-03	180969726	0	2.193155521	2.151548144	MED21
12586	LOC108351430	chr7	98	6.41E-03	31985893	0	2.192983458	2.046042197	NA
13647	LOC498316	chr13	32	6.41E-03	109637171	0	2.192981426	2.151582872	NA
5650	Ier5l	chr3	37	6.42E-03	9033372	0	2.192800631	2.156584489	IER5L
1768	Ccl12	chr10	83	6.42E-03	69480401	0	2.192742414	2.156567434	CCL8
12985	LOC108352112	chr10	153	6.42E-03	69480401	0	2.192742414	2.149230535	NA
22450	Trim15	chr20	45	6.42E-03	2206334	0	2.192644951	2.148646154	TRIM15
22458	Trim26	chr20	67	6.42E-03	2206334	0	2.192644951	2.135139957	TRIM26
22250	Tnfaip8l1	chr9	13	6.42E-03	10912431	0	2.192353369	2.146994214	TNFAIP8L1
16811	Olr1695	chr20	52	6.42E-03	859098	0	2.192294535	2.156706868	NA
3410	Dpp9	chr9	24	6.43E-03	10888835	0	2.19165734	2.120828869	DPP9
15660	Mydgf	chr9	12	6.43E-03	10888835	0	2.19165734	2.149786927	MYDGF
3381	Dolpp1	chr3	54	6.43E-03	8947847	0	2.19163776	2.147466283	DOLPP1
11310	LOC108348515	chr17	86	6.44E-03	12894902	0	2.191012315	2.134849608	NA
1244	Bhlhe22	chr2	44	6.45E-03	102694775	0	2.190732607	2.152990454	BHLHE22
2945	Cyp7b1	chr2	506	6.45E-03	102694775	0	2.190732607	1.986090074	CYP7B1
15471	Mrpl50	chr5	75	6.45E-03	64797856	0	2.190692856	2.150899624	MRPL50
15779	Nacc2	chr3	175	6.47E-03	3534117	0	2.189370345	2.087784728	NACC2
22172	Tmem51	chr5	277	6.47E-03	160628095	0	2.189157478	2.104203369	TMEM51
8392	LOC102551358	chr2	31	6.48E-03	108753484	0	2.188227328	2.150193025	NA
2888	Cyp20a1	chr9	31	6.50E-03	67124883	0	2.187295155	2.103009679	CYP20A1
2133	Cfap97	chr16	93	6.50E-03	49307610	0	2.187259059	2.103493632	CFAP97
8591	LOC102552119	chr17	38	6.51E-03	11209463	0	2.186725327	2.146162063	NA
21594	Tapt1	chr14	122	6.51E-03	71453351	0	2.18655379	2.105258091	TAPT1
6625	LOC100362987	chr9	10	6.51E-03	10747383	0	2.186511084	2.151569964	NA
22863	Uhrf1	chr9	20	6.51E-03	10747383	0	2.186511084	2.131620387	UHRF1
6172	Kdm4b	chr9	35	6.51E-03	10738597	0	2.186461709	2.073442057	KDM4B
9434	LOC102555365	chr3	43	6.52E-03	140089667	0	2.186028922	2.140607523	NA
19667	Rin2	chr3	572	6.52E-03	140089667	0	2.186028922	1.934205555	RIN2
14662	March6	chr2	131	6.53E-03	84585341	0	2.185411497	2.075298292	MARCH6
4553	Fsd2	chr1	287	6.53E-03	143366757	0	2.18494651	2.116940154	FSD2
9651	LOC102556224	chr1	140	6.53E-03	143366757	0	2.18494651	2.116009489	NA
20099	Scarna15	chr1	71	6.53E-03	143366757	0	2.18494651	2.150264411	NA
20224	Selplg	chr12	13	6.54E-03	48577136	0	2.184697924	2.148782968	SELPLG
19243	RT1-O1	chr20	10	6.54E-03	3167170	0	2.184607564	2.147575207	NA
19244	RT1-S2	chr20	11	6.54E-03	3167170	0	2.184607564	2.136136151	NA
97	Ablim3	chr18	306	6.54E-03	57131632	0	2.184517222	2.029995102	ABLIM3
10862	LOC103693521	chr11	33	6.54E-03	34431386	0	2.184513901	2.148725444	NA
13074	LOC108352309	chr11	27	6.54E-03	34431386	0	2.184513901	2.14502788	NA
4646	Galc	chr6	161	6.54E-03	122190033	0	2.184512573	2.0874317	GALC
21136	Spidr	chr11	237	6.55E-03	89124909	0	2.183732179	1.897693045	SPIDR
18215	Ppargc1b	chr18	70	6.55E-03	56627113	0	2.183704997	2.125193037	PPARGC1B
14153	Lct	chr13	217	6.55E-03	45031262	0	2.183588994	2.106624353	LCT
11642	LOC108349521	chr1	8	6.56E-03	46165833	0	2.183347144	2.13930819	NA
11803	LOC108349828	chr1	13	6.56E-03	279136518	0	2.183062398	2.142801324	NA
22065	Tmem163	chr13	631	6.57E-03	44260100	0	2.182449173	1.967691801	TMEM163
12883	LOC108351945	chr9	70	6.58E-03	71058756	0	2.182030931	2.137102473	NA
20568	Slc17a8	chr7	172	6.58E-03	30252777	0	2.181829552	2.087212382	SLC17A8
19007	RGD1561870	chr1	41	6.59E-03	163809349	0	2.181073069	2.146048621	NA
11861	LOC108349989	chr2	330	6.60E-03	115652243	0	2.180429086	2.062088476	NA
4729	Gclc	chr8	228	6.60E-03	85092268	0	2.180363951	2.107173175	GCLC
19488	Rc3h1	chr13	150	6.61E-03	78714130	0	2.179974002	2.073436883	RC3H1
12309	LOC108350927	chr5	89	6.61E-03	20509812	0	2.179971373	2.144191951	NA
2780	Ctcfl	chr3	176	6.61E-03	171175253	0	2.179857677	2.121975196	CTCFL
18518	Prss53	chr1	57	6.61E-03	199327553	0	2.179655989	2.138992329	PRSS53
23717	Zfp646	chr1	64	6.61E-03	199327553	0	2.179655989	2.135095983	ZNF646
23725	Zfp668	chr1	42	6.61E-03	199327553	0	2.179655989	2.134700425	ZNF668
13042	LOC108352205	chr10	28	6.61E-03	21904992	0	2.179571926	2.144402908	NA
1506	Caln1	chr12	683	6.62E-03	29406381	0	2.17912233	1.652687335	CALN1
23007	Vash2	chr13	57	6.62E-03	109544899	0	2.178898034	2.11273795	VASH2
4975	Gosr2	chr10	55	6.63E-03	91735630	0	2.178450446	2.12340012	AC005670.2
3508	Dvl3	chr11	51	6.63E-03	84044170	0	2.178379058	2.126389789	DVL3
10697	LOC103693082	chr14	42	6.64E-03	72846706	0	2.177888827	2.104318556	NA
1109	B3galt4	chr20	108	6.64E-03	5443205	0	2.177842386	2.141642307	B3GALT4
23279	Wdr46	chr20	109	6.64E-03	5443205	0	2.177842386	2.135420802	WDR46
136	Acer3	chr1	112	6.65E-03	163186523	0	2.177025562	2.039366862	ACER3
8549	LOC102551963	chr1	64	6.66E-03	207943048	0	2.176850635	2.134051564	NA
11729	LOC108349658	chr1	46	6.66E-03	207943048	0	2.176850635	2.14135734	NA
5060	Gpr52	chr13	21	6.66E-03	78321605	0	2.17633149	2.136889643	GPR52
9188	LOC102554347	chr11	14	6.68E-03	74166293	0	2.174924575	2.129550362	NA
11415	LOC108348806	chr18	208	6.70E-03	62028212	0	2.173929735	2.13522981	NA
4232	Faxdc2	chr10	24	6.71E-03	43502915	0	2.173426369	2.113155481	FAXDC2
11294	LOC108348496	chr17	6	6.71E-03	7693452	0	2.17326583	2.129425658	NA
11768	LOC108349710	chr1	38	6.72E-03	274040279	0	2.172718629	2.133260718	NA
12173	LOC108350662	chr4	208	6.73E-03	22772959	0	2.171944928	1.975182433	NA
7303	LOC102547254	chr7	45	6.75E-03	129754653	0	2.170644758	2.127495308	NA
3351	Dnmt3a	chr6	184	6.75E-03	28351148	0	2.170640255	1.994788121	DNMT3A
1837	Ccz1b	chr12	109	6.77E-03	12631797	0	2.169624361	2.111390496	CCZ1
22750	Uba5	chr8	214	6.79E-03	112579803	0	2.167813735	2.117548256	UBA5
4113	Fam205c	chr5	107	6.80E-03	58317701	0	2.167758133	2.126645705	FAM205C
22769	Ube2e2	chr15	733	6.80E-03	7536978	0	2.167573483	1.604764219	UBE2E2
10793	LOC103693331	chr10	19	6.80E-03	43404635	0	2.167490449	2.124280761	NA
20670	Slc29a4	chr12	58	6.81E-03	13924994	0	2.166868832	2.121811868	SLC29A4
6254	Klf13	chr1	118	6.82E-03	124811988	0	2.166358291	2.100850777	KLF13
9556	LOC102555869	chr17	23	6.82E-03	13068592	0	2.166071733	2.119606222	NA
14899	Mgat5	chr13	401	6.82E-03	44141562	0	2.166064094	1.823114805	MGAT5
23575	Zfp18	chr10	27	6.82E-03	52346208	0	2.165949526	2.107962635	ZNF18
11306	LOC108348511	chr17	12	6.83E-03	11655988	0	2.165633348	2.120153719	NA
9704	LOC102556473	chr7	92	6.83E-03	36159166	0	2.165616178	2.122225778	NA
2009	Cdpf1	chr7	50	6.83E-03	126701992	0	2.165555134	2.125536013	CDPF1
17946	Pkdrej	chr7	40	6.83E-03	126701992	0	2.165555134	2.124537079	PKDREJ
22640	Ttc38	chr7	81	6.83E-03	126701992	0	2.165555134	2.107504993	TTC38
22471	Trim39	chr20	9	6.84E-03	2502756	0	2.165081066	2.116552428	TRIM39
18049	Plin4	chr9	23	6.84E-03	10981761	0	2.165005491	2.121485581	PLIN4
9620	LOC102556097	chr13	64	6.84E-03	109248922	0	2.164988981	2.126492859	NA
19105	RGD1564125	chr2	23	6.84E-03	66621874	0	2.164729344	2.115622428	NA
8498	LOC102551799	chr5	45	6.86E-03	154394719	0	2.163784788	2.119207714	NA
19823	Rpl11	chr5	37	6.86E-03	154394719	0	2.163784788	2.12554869	RPL11
5145	Grp	chr18	128	6.86E-03	61569670	0	2.163625874	2.115594193	GRP
14266	Lman1	chr18	134	6.86E-03	61698275	0	2.16355878	2.104878156	LMAN1
8641	LOC102552317	chr17	67	6.86E-03	11472172	0	2.163383499	2.115845764	NA
22446	Trim10	chr20	62	6.87E-03	2189590	0	2.163171611	2.119823377	TRIM10
13432	LOC108352944	chr15	80	6.87E-03	58542001	0	2.163157067	2.116649389	NA
17400	Otud7a	chr1	764	6.87E-03	124578840	0	2.162948449	1.783407032	OTUD7A
17249	Olr81	chr1	47	6.88E-03	168300002	0	2.162375582	2.126815023	NA
17255	Olr82	chr1	83	6.88E-03	168300002	0	2.162375582	2.125970697	NA
6619	LOC100362908	chr4	46	6.88E-03	119587473	0	2.162357278	2.07334117	NA
30	Abca15	chr1	290	6.88E-03	190072766	0	2.16222223	2.020660156	NA
20868	Smad4	chr18	31	6.89E-03	69622046	0	2.16200334	2.096572127	SMAD4
5622	Ica1	chr4	226	6.89E-03	34643002	0	2.161911906	1.98204295	ICA1
21639	Tatdn3	chr13	89	6.91E-03	109645557	0	2.160421404	2.111465081	TATDN3
16817	Olr1709	chr20	50	6.92E-03	1184412	0	2.159837426	2.124276866	NA
11115	LOC103694395	chr20	48	6.93E-03	10501189	0	2.159232926	2.120771942	NA
1620	Cbll1	chr6	61	6.93E-03	50776444	0	2.159169013	2.110351236	CBLL1
13078	LOC108352313	chr11	107	6.93E-03	35318987	0	2.158959171	2.105879608	NA
17909	Pim1	chr20	16	6.94E-03	8155851	0	2.158907822	2.120138624	PIM1
5116	Grid2ip	chr12	173	6.94E-03	13227416	0	2.158551052	2.087758722	GRID2IP
7412	LOC102547645	chr20	40	6.95E-03	8199538	0	2.158238336	2.12268882	NA
22113	Tmem217	chr20	44	6.95E-03	8199538	0	2.158238336	2.122825358	TMEM217
10792	LOC103693330	chr10	9	6.96E-03	43458468	0	2.157570506	2.122569148	NA
9685	LOC102556373	chr5	42	6.96E-03	48904987	0	2.157138743	2.106471682	NA
22135	Tmem246	chr5	136	6.97E-03	64846182	0	2.15673233	2.102769287	TMEM246
12478	LOC108351222	chr6	83	6.99E-03	51984702	0	2.155767689	2.114523743	NA
5361	Hes1	chr11	23	6.99E-03	74314600	0	2.155650833	2.118610444	HES1
3435	Drd1	chr17	31	6.99E-03	11104920	0	2.155411624	2.11615852	DRD1
8657	LOC102552378	chr12	89	7.00E-03	50200179	0	2.155192414	2.116929209	NA
14935	Miox	chr7	36	7.00E-03	130308887	0	2.155149578	2.11802285	MIOX
8040	LOC102549998	chr7	34	7.00E-03	130308887	0	2.155149578	2.119590022	NA
20239	Sema6b	chr9	21	7.00E-03	10925028	0	2.154673705	2.103008714	SEMA6B
639	Ano7	chr9	88	7.01E-03	100514747	0	2.154524288	2.079558521	ANO7
4014	Fam110c	chr6	53	7.01E-03	49960485	0	2.154269591	2.113368998	FAM110C
2150	Cgnl1	chr8	215	7.01E-03	78138827	0	2.154086872	1.967047675	CGNL1
7657	LOC102548486	chr10	56	7.01E-03	91514375	0	2.154002042	2.113270113	NA
2736	Csmd2	chr5	1261	7.03E-03	146654943	0	2.153001433	1.463534294	CSMD2
6158	Kctd21	chr1	77	7.04E-03	162315796	0	2.152350236	2.100124034	KCTD21
22954	Usp35	chr1	42	7.04E-03	162315796	0	2.152350236	2.093893493	USP35
18198	Pou2f1	chr13	88	7.05E-03	84066276	0	2.151556541	1.974323969	POU2F1
2361	Clns1a	chr1	48	7.06E-03	162688058	0	2.151326345	2.09632421	CLNS1A
22219	Tmod3	chr8	417	7.06E-03	82483926	0	2.151205757	2.056271337	TMOD3
9141	LOC102554159	chr10	129	7.06E-03	52055032	0	2.151141784	2.055123095	NA
2	A2m	chr4	2	7.07E-03	154349933	0	2.150819606	2.066292178	A2M
8183	LOC102550562	chr1	79	7.08E-03	162770404	0	2.150209721	2.082802725	NA
5139	Grm4	chr20	97	7.08E-03	6765338	0	2.149964289	2.069325175	GRM4
15861	Nckap5	chr13	748	7.09E-03	42886205	0	2.149543083	1.328469578	NCKAP5
21931	Tincr	chr9	9	7.09E-03	10489323	0	2.149501413	2.112641736	TINCR
14776	Med15	chr11	230	7.09E-03	87602692	0	2.149342739	2.039665251	MED15
4672	Galt	chr5	31	7.09E-03	58143619	0	2.149055558	2.111156788	GALT
5747	Il11ra1	chr5	44	7.09E-03	58143619	0	2.149055558	2.104475472	IL11RA
21325	Steap4	chr4	86	7.10E-03	23109105	0	2.149045152	2.091664648	STEAP4
7068	LOC102546336	chr6	74	7.10E-03	69934194	0	2.149042703	2.108739463	NA
12172	LOC108350660	chr4	40	7.10E-03	21883608	0	2.148964361	2.110171068	NA
2375	Clstn3	chr4	88	7.10E-03	157082356	0	2.148872571	2.080845132	CLSTN3
16807	Olr1691	chr20	3	7.11E-03	797615	0	2.148244027	2.112650337	NA
20404	Sh3gl1	chr9	15	7.11E-03	11034210	0	2.148122459	2.089972926	SH3GL1
16409	Odf3b	chr7	46	7.12E-03	130342109	0	2.147792136	2.109530939	ODF3B
5538	Hs3st6	chr10	61	7.12E-03	14137636	0	2.147731105	2.106960022	HS3ST6
15038	Mir219-2	chr3	3	7.13E-03	8409705	0	2.147110304	2.112396077	NA
15055	Mir2964	chr3	3	7.13E-03	8409705	0	2.147110304	2.112392062	NA
22922	Urm1	chr3	6	7.13E-03	8409705	0	2.147110304	2.095580846	URM1
1072	Atp8b5p	chr5	119	7.14E-03	58717457	0	2.14657985	1.998271203	NA
22877	Unc13b	chr5	140	7.14E-03	58717457	0	2.14657985	1.902187753	UNC13B
74	Abhd12	chr3	97	7.14E-03	146646739	0	2.14648978	2.051556365	ABHD12
19933	Rrp1b	chr20	94	7.14E-03	10855740	0	2.146344977	2.086028911	RRP1B
12275	LOC108350834	chr4	30	7.14E-03	58668764	0	2.146086519	2.107096451	NA
21029	Sorbs2	chr16	891	7.16E-03	49748414	0	2.145110027	1.915705965	SORBS2
20652	Slc26a3	chr6	147	7.17E-03	50754950	0	2.144478421	2.068475569	SLC26A3
11414	LOC108348805	chr18	219	7.17E-03	62018196	0	2.144207755	2.10536828	NA
4551	Fsd1	chr9	14	7.18E-03	11086080	0	2.144075813	2.105923043	FSD1
8546	LOC102551949	chr11	33	7.18E-03	81546053	0	2.144002596	2.106202214	NA
21773	Tenm3	chr16	1020	7.19E-03	46610943	0	2.143553281	1.600585166	TENM3
959	Astn1	chr13	638	7.22E-03	76355499	0	2.141244507	1.789668238	ASTN1
21109	Spats2l	chr9	409	7.24E-03	64820020	0	2.140323823	1.90417118	SPATS2L
7	AA926063	chr20	15	7.24E-03	5497175	0	2.140128287	2.092946955	NA
11541	LOC108349036	chr20	11	7.24E-03	5497175	0	2.140128287	2.104580778	NA
2327	Clec4a	chr4	240	7.25E-03	156064769	0	2.139493699	2.085337897	CLEC4A
8182	LOC102550560	chr6	19	7.26E-03	123580622	0	2.139226121	2.076847933	NA
329	Adm2	chr7	29	7.26E-03	130301873	0	2.13922253	2.102850775	ADM2
4466	Focad	chr5	280	7.26E-03	106622587	0	2.139047228	1.783266398	FOCAD
13248	LOC108352594	chr13	14	7.26E-03	104987462	0	2.139032872	2.098273837	NA
9418	LOC102555289	chr9	44	7.26E-03	11120771	0	2.138789489	2.07657093	NA
19240	RT1-M6-2	chr20	30	7.28E-03	2073805	0	2.138146109	2.100126865	NA
23841	Znrd1as1	chr20	33	7.28E-03	2073805	0	2.138146109	2.097348923	NA
3239	Dlec1	chr8	141	7.28E-03	127835728	0	2.138123426	2.056251457	DLEC1
106	Acaa1b	chr8	56	7.28E-03	127835728	0	2.138123426	2.094407745	NA
10138	LOC103691475	chr2	209	7.28E-03	55031578	0	2.137791075	2.062623513	NA
5827	Incenp	chr1	104	7.28E-03	225947562	0	2.137708176	2.073034948	INCENP
8716	LOC102552566	chr1	188	7.28E-03	225978056	0	2.137708176	2.036089429	NA
19204	RGD1566289	chr1	31	7.28E-03	225565170	0	2.137708176	1.989423624	NA
1616	Cbfa2t3	chr19	112	7.29E-03	55486703	0	2.13731358	2.030166056	CBFA2T3
15386	Mpnd	chr9	11	7.30E-03	11048442	0	2.136915175	2.096030645	MPND
19291	Rab3c	chr2	267	7.30E-03	41653595	0	2.136585531	1.885387628	RAB3C
554	Anapc1	chr3	252	7.31E-03	121148606	0	2.135991734	2.02242091	ANAPC1
11287	LOC108348461	chr16	600	7.31E-03	45933021	0	2.135928182	1.666882228	NA
6271	Klhdc7b	chr7	41	7.31E-03	130348397	0	2.135895519	2.099328997	KLHDC7B
12017	LOC108350348	chr3	42	7.31E-03	9609478	0	2.13587414	2.099260432	NA
5658	Ifi44l	chr2	70	7.32E-03	256946183	0	2.135772015	2.070180169	IFI44L
22472	Trim40	chr20	102	7.32E-03	2182736	0	2.135605814	2.092149154	TRIM40
105	Acaa1	chr8	28	7.32E-03	128045850	0	2.135493072	2.09224925	NA
23410	Xylb	chr8	156	7.32E-03	128045850	0	2.135493072	2.065659519	XYLB
7927	LOC102549538	chr8	14	7.32E-03	107453709	0	2.135423068	2.098054386	NA
17814	Phc1	chr4	26	7.32E-03	155110563	0	2.135326979	2.075718701	PHC1
8495	LOC102551788	chr8	93	7.32E-03	104384013	0	2.135213716	2.079090163	NA
16941	Olr302	chr1	13	7.33E-03	213079984	0	2.135091591	2.099537055	NA
18122	Pnpla1	chr20	116	7.33E-03	6109321	0	2.134984315	2.05749561	PNPLA1
21304	Stap2	chr9	9	7.33E-03	11072134	0	2.134914985	2.094741255	STAP2
16943	Olr304	chr1	26	7.33E-03	213122020	0	2.134707062	2.099152526	NA
8542	LOC102551935	chr2	41	7.34E-03	122317257	0	2.134101041	2.092817941	NA
14334	Lrg1	chr9	19	7.35E-03	10959324	0	2.133543112	2.096675404	LRG1
18050	Plin5	chr9	20	7.35E-03	10959324	0	2.133543112	2.093132449	PLIN5
18087	Plxnc1	chr7	489	7.35E-03	35846428	0	2.133525984	1.945416571	PLXNC1
3777	Enpep	chr2	65	7.36E-03	233712140	0	2.132976462	2.021441658	ENPEP
23684	Zfp532	chr18	174	7.36E-03	61296171	0	2.132973512	1.987067328	ZNF532
6132	Kcnq1	chr1	503	7.36E-03	216365909	0	2.132866169	1.759661712	KCNQ1
519	Alpk3	chr1	142	7.37E-03	142892596	0	2.132800125	2.049044737	ALPK3
9555	LOC102555867	chr1	58	7.37E-03	142892596	0	2.132800125	2.093435582	NA
1800	Ccng2	chr14	67	7.37E-03	16276849	0	2.132409961	2.089261514	CCNG2
19979	Rufy1	chr10	276	7.38E-03	35898119	0	2.13223562	2.052977948	RUFY1
12477	LOC108351221	chr6	144	7.38E-03	51719137	0	2.131795956	2.07373678	NA
3210	Dhx9	chr13	73	7.38E-03	70917302	0	2.131710076	2.060170805	DHX9
1843	Cd163l1	chr1	110	7.39E-03	212710564	0	2.131387885	2.085473544	NA
17853	Phyhd1	chr3	63	7.40E-03	8819642	0	2.130845169	2.078080848	PHYHD1
13580	LOC297568	chr4	45	7.40E-03	154523253	0	2.130563506	2.036341894	NA
9075	LOC102553902	chr16	41	7.41E-03	83347408	0	2.130304303	2.094337141	NA
21513	Sypl1	chr6	76	7.41E-03	52283737	0	2.130277922	2.075462522	SYPL1
18867	RGD1311084	chr3	45	7.41E-03	9642765	0	2.130062832	2.089105013	C9orf50
16289	Ntmt1	chr3	65	7.41E-03	9642765	0	2.130062832	2.078492212	NTMT1
7643	LOC102548445	chr2	53	7.41E-03	256751329	0	2.129995455	2.08424777	NA
22301	Tnrc18	chr12	103	7.41E-03	13919769	0	2.12990173	1.990393747	TNRC18
11413	LOC108348804	chr18	27	7.42E-03	61684821	0	2.129720197	2.090340594	NA
13047	LOC108352213	chr10	17	7.42E-03	10506949	0	2.129700877	2.091771988	NA
10372	LOC103692111	chr4	59	7.43E-03	58466135	0	2.128765175	2.05938541	NA
13687	LOC499886	chr3	65	7.44E-03	121134666	0	2.128538571	2.086482427	NA
2630	Cpsf6	chr7	38	7.44E-03	60387932	0	2.128355855	2.061637573	CPSF6
4357	Fgd4	chr11	352	7.45E-03	88802600	0	2.128008732	1.995549512	FGD4
1485	Cacybp	chr13	73	7.45E-03	77947838	0	2.127627508	2.082649857	CACYBP
